symbol,name,sector,current_price,market_cap,pe_ratio,ev_ebitda,altman_z_score,z_score_zone,ml_fair_value,ml_upside,dcf_base_case,dcf_bull,dcf_bear,dcf_upside,cagr,avg_fcf_margin
STE,STERIS plc,Healthcare,213.18,20806897664.0,26.848866,14.004,4.953,safe,213.44007640789064,0.1,132.92905075555728,239.5438316724479,90.06873973107118,-37.6,9.38,12.82
SYK,Stryker Corporation,Healthcare,307.505,117885353984.0,35.590855,18.465,4.437,safe,297.99743304976005,-3.1,164.46012425273656,305.16538409410987,107.92158911581902,-46.5,10.83,14.71
SMCI,"Super Micro Computer, Inc.",Technology,41.505,24961875968.0,21.844738,22.838,5.84,safe,46.90413727591431,13.0,2.447257649628156,14.253351446127107,-2.2747267002244644,-94.1,30.0,1.0
SYF,Synchrony Financial,Financial Services,70.87,23838560256.0,7.336439,11.172,,not applicable,,,344.83208773647533,580.7449946057524,249.97006953242044,386.6,8.67,40.0
SNPS,"Synopsys, Inc.",Technology,466.59,89342337024.0,107.26207,60.745,3.356,safe,495.0015748384323,6.1,186.44086521537685,354.10850658902905,119.15493460964002,-60.0,15.19,25.72
SYY,Sysco Corporation,Consumer Defensive,76.0,36341878784.0,21.111113,10.745,5.147,safe,74.26367747778899,-2.3,36.09862777665068,81.1191076189094,17.977483018405945,-52.5,5.84,2.28
TMUS,"T-Mobile US, Inc.",Communication Services,179.93,194721071104.0,19.10085,9.154,1.55,distress,142.47967762276903,-20.8,9.983412335734773,92.684880662645,-23.33414920831333,-94.5,3.53,9.74
TROW,"T. Rowe Price Group, Inc.",Financial Services,105.93,22697261056.0,11.36588,7.084,8.424,not applicable,112.06415737970852,5.8,126.78324095099283,204.13044652481497,95.6294216840802,19.7,4.08,21.21
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,214.16,39762370560.0,22.744318,52.243,3.74,safe,215.8146280896964,0.8,1.1720167634386656,5.682465156719319,-0.6423568578624701,-99.5,7.56,1.0
TPR,"Tapestry, Inc.",Consumer Cyclical,140.09,28304443392.0,42.580547,15.853,4.014,safe,141.31530524475883,0.9,53.214856952335005,99.28748440270716,34.63897196911855,-62.0,1.6,14.01
TRGP,Targa Resources Corp.,Energy,266.12,57121034240.0,27.182838,14.673,2.721,grey,268.0424683108749,0.7,-54.81048082137415,-32.88751800090832,-63.68575171153746,-120.6,-6.65,4.44
TGT,Target Corporation,Consumer Defensive,122.8401,55792881664.0,16.227226,8.628,3.044,safe,133.81247256110993,8.9,29.136708124216387,72.00478258180517,11.829980656956696,-76.3,-1.34,2.27
TEL,TE Connectivity plc,Technology,213.87,62427754496.0,21.868097,14.655,5.124,safe,223.01223567797905,4.3,111.9712663213271,199.89641166145003,76.52652700126258,-47.6,1.97,15.4
TDY,Teledyne Technologies Incorporated,Technology,605.7799,28065259520.0,30.703493,19.901,4.934,safe,617.4333583327192,1.9,245.5471377554828,444.8858285398354,165.25086449611214,-59.5,3.86,14.28
TER,"Teradyne, Inc.",Technology,362.61,56763748352.0,67.52514,54.696,26.455,safe,407.1004986375492,12.3,41.179964580245326,68.44142640847312,30.18259140319734,-88.6,0.37,14.99
TSLA,"Tesla, Inc.",Consumer Cyclical,392.07,1472469008384.0,359.68805,139.122,17.643,safe,420.137442855154,7.2,32.14703216258968,49.21375442335479,25.275873268411264,-91.8,5.19,6.0
TXN,Texas Instruments Incorporated,Technology,288.24,262325141504.0,49.18771,33.106,12.207,safe,306.96291776252514,6.5,22.47550416342672,43.795030758912254,13.856711278270176,-92.2,-4.07,15.39
TPL,Texas Pacific Land Corporation,Energy,394.64,27220070400.0,54.20879,40.31,102.678,safe,406.11739924661066,2.9,69.97813037328295,116.69623606682772,51.17581217320215,-82.3,6.15,34.26
TXT,Textron Inc.,Industrials,91.545,15918665728.0,17.47042,11.013,2.725,grey,102.54479211652864,12.0,72.68698178089535,134.11521348448926,47.95161676081417,-20.6,4.77,6.54
TMO,Thermo Fisher Scientific Inc.,Healthcare,474.0575,176169943040.0,26.09012,19.402,3.429,safe,388.9637602930175,-18.0,132.46608968023924,294.74424563073984,66.98378563993398,-72.1,-0.27,15.66
TJX,"The TJX Companies, Inc.",Consumer Cyclical,161.425,178326913024.0,31.405643,20.808,7.016,safe,157.9547643388411,-2.1,59.54432879901507,106.82821009946056,40.51697267797812,-63.1,6.53,7.21
TKO,"TKO Group Holdings, Inc.",Communication Services,203.995,38988808192.0,75.83457,17.014,4.21,safe,477.6040382099095,134.1,495.4333387841394,915.4074754324022,327.45980454167506,142.9,30.0,20.58
TTD,"The Trade Desk, Inc.",Communication Services,20.015,9409218560.0,22.744318,12.545,2.592,grey,24.46204536727906,22.2,62.087093499317,106.7237636700379,44.206587167854885,210.2,22.44,27.44
TSCO,Tractor Supply Company,Consumer Cyclical,29.86,15660065792.0,14.70936,11.058,4.06,safe,29.199936750454214,-2.2,6.87789748382342,19.75230598029093,1.6901371681071489,-77.0,3.0,4.29
TT,Trane Technologies plc,Industrials,454.355,100437663744.0,34.73662,25.058,7.08,safe,461.232762344088,1.5,205.94509997766204,364.39137502248656,142.26222983645417,-54.7,10.06,11.64
TDG,TransDigm Group Incorporated,Industrials,1227.325,68648681472.0,38.29407,19.957,1.889,grey,1220.7004857171407,-0.5,322.183268994874,928.4449893097988,79.04436939882413,-73.7,17.61,19.57
TRV,"The Travelers Companies, Inc.",Financial Services,303.17,64467492864.0,9.047151,6.102,,not applicable,,,858.7440154748972,1478.136593267542,609.7750877134696,183.3,9.79,19.36
TRMB,Trimble Inc.,Technology,54.325,12663783424.0,28.44241,16.338,3.315,safe,55.60781809327921,2.4,17.816172575958653,33.2391410558121,11.59114782975265,-67.2,-0.81,11.91
TFC,Truist Financial Corporation,Financial Services,49.465,61627420672.0,12.243812,11.172,,not applicable,,,56.99165306674651,109.59112082374348,35.77477415710488,15.2,0.57,35.78
TYL,"Tyler Technologies, Inc.",Technology,312.46,12854777856.0,43.15746,27.932,5.198,safe,315.4560535218837,1.0,234.42419738080332,395.10266303095807,169.8001998316006,-25.0,8.02,22.05
TSN,"Tyson Foods, Inc.",Consumer Defensive,59.35,20898879488.0,46.732285,10.227,3.137,safe,71.53859934487474,20.5,12.017901248601609,38.49203387263133,1.3398012189282031,-79.8,0.72,1.51
USB,U.S. Bancorp,Financial Services,55.855,86638428160.0,11.709643,11.172,,not applicable,,,102.14588126632344,186.97025976093116,68.00126985277771,82.9,5.68,40.0
UBER,"Uber Technologies, Inc.",Technology,70.45,143407939584.0,17.481388,21.991,3.545,safe,72.48539535030714,2.9,73.46721522176834,129.7791985334821,50.88423728671525,4.3,17.73,11.17
UDR,"UDR, Inc.",Real Estate,39.43,14609432576.0,26.82313,18.5,1.068,not applicable,41.47499395481572,5.2,10.983606361015758,31.07743587560524,2.8903438907646217,-72.1,4.11,35.63
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,468.4,20136194048.0,17.549643,11.625,5.93,safe,452.11164905620376,-3.5,421.0262937387609,750.9364400291511,288.2751908869983,-10.1,6.68,9.48
UNP,Union Pacific Corporation,Industrials,273.275,162246967296.0,22.510296,14.87,4.139,safe,245.08198646406072,-10.3,65.70114241951995,144.76751425194405,33.79308378543821,-76.0,-0.49,22.4
UAL,"United Airlines Holdings, Inc.",Industrials,105.24,34157717504.0,9.413238,6.451,1.401,distress,105.22235862982268,-0.0,65.51703040091077,149.04540525315866,31.939381473647146,-37.7,9.53,3.33
UPS,"United Parcel Service, Inc.",Industrials,109.825,93351936000.0,17.771036,9.851,3.005,safe,121.31590488134792,10.5,56.35201060065049,113.75709653726636,33.14532984320274,-48.7,-4.04,6.77
URI,"United Rentals, Inc.",Industrials,1067.205,66856714240.0,27.259384,18.212,3.65,safe,1087.756137915129,1.9,-0.5398128111865147,169.4052690701486,-68.81518964821558,-100.1,11.41,4.41
UNH,UnitedHealth Group Incorporated,Healthcare,401.5901,364701777920.0,30.240217,19.296,3.043,safe,404.4974891460103,0.7,536.1364917587334,957.8584557204098,366.70680582445823,33.5,11.35,5.72
UHS,"Universal Health Services, Inc.",Healthcare,146.215,8851322880.0,6.10501,5.167,2.983,grey,166.46062425848143,13.8,175.71824500479562,367.3366779981178,98.67652387575988,20.2,9.03,4.37
VLO,Valero Energy Corporation,Energy,258.905,76877381632.0,18.91198,9.31,5.051,safe,267.62003572916376,3.4,154.93419483442406,264.7595373129008,110.38092829881914,-40.2,-10.0,5.12
VEEV,Veeva Systems Inc.,Healthcare,174.22,28432478208.0,30.890072,21.405,11.904,safe,178.68444126925573,2.6,224.38571335608572,355.1319163195854,171.89946250063747,28.8,14.03,39.69
VTR,"Ventas, Inc.",Real Estate,82.685,40198942720.0,150.33635,22.484,,not applicable,,,12.140615128519205,39.46890598533809,1.1641753160746091,-85.3,12.21,14.66
VLTO,Veralto Corporation,Industrials,86.565,21260300288.0,22.310568,16.15,4.584,safe,84.92650892531576,-1.9,54.3002604156464,96.04820552860288,37.485599955011736,-37.3,4.16,17.37
VRSN,"VeriSign, Inc.",Technology,295.62,26901420032.0,32.66519,23.866,-4.291,distress,380.837082021978,28.8,103.78056870128742,185.65245466279623,70.81793738281932,-64.9,5.15,40.0
VRSK,"Verisk Analytics, Inc.",Industrials,182.54,23916726272.0,27.8687,18.357,5.509,safe,179.72952784054934,-1.5,105.56350331416697,201.9677135566141,66.77853873973002,-42.2,7.16,33.28
VZ,Verizon Communications Inc.,Communication Services,45.97,191950454784.0,11.212195,7.459,1.282,distress,44.896232616677416,-2.3,3.278339871511838,36.81274329984901,-10.249795623565785,-92.9,0.33,11.38
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,452.44,114831728640.0,26.882948,21.452,12.034,safe,441.8382344613236,-2.3,245.12016398612369,405.4999975950132,180.66614144568604,-45.8,10.35,23.73
VRT,Vertiv Holdings Co,Industrials,296.45,113869062144.0,74.484924,52.532,9.997,safe,323.90097056246685,9.3,79.05479903440065,139.40571948574137,54.87477678057627,-73.3,21.59,9.79
VTRS,Viatris Inc.,Healthcare,16.01,18644488192.0,26.364431,7.448,0.678,distress,15.81370991920817,-1.2,8.187893176566503,20.498981968791817,3.210583364299405,-48.9,-4.2,14.16
VICI,VICI Properties Inc.,Real Estate,27.985,30133692416.0,9.583904,11.711,1.884,not applicable,,,20.58014942682951,47.25716031211405,9.87541526755694,-26.5,15.49,40.0
V,Visa Inc.,Financial Services,325.01,618085744640.0,28.360384,20.368,,not applicable,,,191.25218139320455,332.6216922468559,134.44836021268526,-41.2,10.92,40.0
VST,Vistra Corp.,Utilities,149.06,50260418560.0,24.92642,10.837,1.386,distress,165.7248630613855,11.2,45.71338646012899,118.76327407498307,16.342036837154787,-69.3,8.92,10.37
VMC,Vulcan Materials Company,Basic Materials,281.0,36461121536.0,33.293842,17.784,4.073,safe,281.6827351972144,0.2,52.535384007070654,115.5254680944361,27.15105707546703,-81.3,2.77,10.26
WRB,W. R. Berkley Corporation,Financial Services,68.53,25512124416.0,14.519068,9.883,,not applicable,,,180.8249899167512,308.79102864835505,129.37960464128483,163.9,9.28,23.9
GWW,"W.W. Grainger, Inc.",Industrials,1298.46,61304344576.0,34.970642,20.543,13.416,safe,1301.8551092123355,0.3,475.37302020905577,838.6006448115436,329.1588351478946,-63.4,5.62,8.32
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,261.19,44318027776.0,36.99575,20.233,3.513,safe,263.0453458412769,0.7,125.97589156324432,242.8385452950621,79.0072389665761,-51.8,10.12,12.55
WMT,Walmart Inc.,Consumer Defensive,120.435,958550573056.0,42.411972,22.491,6.564,safe,118.90293890297453,-1.3,21.78629425068888,42.67468692822986,13.376756680376989,-81.9,5.27,2.06
DIS,The Walt Disney Company,Communication Services,99.26,172366135296.0,15.8816,11.196,2.339,grey,103.20964968440082,4.0,33.244810359657635,73.03817713621658,17.21958132768855,-66.5,4.51,6.71
WBD,"Warner Bros. Discovery, Inc.",Communication Services,26.075,65373593600.0,22.744318,12.921,0.965,distress,27.49703830070611,5.5,12.914710249165932,29.87221564346628,6.082525828762383,-50.5,3.32,11.06
WM,"Waste Management, Inc.",Industrials,221.79,89065480192.0,32.050575,14.446,2.868,grey,191.02173376245088,-13.9,59.4043895833182,141.66517537512706,26.325637835121118,-73.2,8.56,9.95
WAT,Waters Corporation,Healthcare,366.365,35971858432.0,46.552097,37.094,12.951,safe,375.1527968259786,2.4,24.58885471751057,77.38303235788314,3.307625607547654,-93.3,2.12,16.84
WEC,"WEC Energy Group, Inc.",Utilities,113.765,37056180224.0,22.798597,14.988,1.131,distress,111.61154325696116,-1.9,-64.36771867162648,-61.63910243807085,-65.46829120706144,-156.6,0.7,1.0
WFC,Wells Fargo & Company,Financial Services,82.0501,251088863232.0,12.681623,11.172,,not applicable,,,66.95682199015998,115.19948157920972,47.52525347425096,-18.4,4.02,16.55
WELL,Welltower Inc.,Real Estate,210.03,148263206912.0,101.46377,52.933,3.827,not applicable,202.73681714264384,-3.5,102.1777479394484,194.69621684010687,65.11885976027307,-51.4,22.69,25.28
WST,"West Pharmaceutical Services, Inc.",Healthcare,317.465,22428137472.0,42.38518,25.54,15.326,safe,317.9872343000494,0.2,86.18119691736605,143.368965256272,63.12885619720576,-72.9,2.12,13.52
WDC,Western Digital Corporation,Technology,522.31,180030930944.0,31.294786,50.115,14.07,safe,575.7497837913738,10.2,6.666804226902416,8.101474741013796,6.0847959548271024,-98.7,-10.0,1.0
WY,Weyerhaeuser Company,Real Estate,24.695,17806147584.0,44.098213,32.894,2.153,not applicable,18.97648617878004,-23.2,-0.7677393760908616,3.2483223190464856,-2.3969504769982275,-103.1,-10.0,8.07
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,206.21,24280528896.0,23.091825,15.362,7.254,safe,210.4143626859885,2.0,95.15500775424393,162.95738533183183,67.7534212991082,-53.9,-3.45,13.9
WMB,"The Williams Companies, Inc.",Energy,72.485,88649031680.0,31.791668,17.613,1.362,distress,74.43419368056095,2.7,6.095542495494779,26.83752155061284,-2.262792299806349,-91.6,2.91,21.01
WTW,Willis Towers Watson Public Limited Company,Financial Services,264.29,24961656832.0,15.509976,10.689,1.382,not applicable,232.5788454799709,-12.0,125.42466285122136,248.83526603050112,75.6975185706239,-52.5,3.07,11.79
WDAY,"Workday, Inc.",Technology,145.625,35965513728.0,45.366043,23.8,2.948,grey,201.99312047761197,38.7,299.5364231811158,515.9937458587705,212.6759673395567,105.7,15.4,25.51
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,105.225,10920957952.0,30.150429,11.494,1.247,distress,96.72051786119977,-8.1,49.91854118984735,162.21289376599145,4.949851021196645,-52.6,23.86,6.43
XEL,Xcel Energy Inc.,Utilities,79.36,49542033408.0,22.870317,14.195,0.95,distress,77.5269844135921,-2.3,-57.175061377370966,-55.25717961170477,-57.94937620682358,-172.0,-1.42,1.0
XYL,Xylem Inc.,Industrials,109.81,26101121024.0,27.31592,14.487,3.819,safe,99.07720329559042,-9.8,86.31816295813063,153.6952703990787,59.29843178472647,-21.4,17.84,8.95
YUM,"Yum! Brands, Inc.",Consumer Cyclical,151.1,41646366720.0,24.37097,17.798,2.562,grey,137.38645722907776,-9.1,48.42694957137508,114.09104143758178,22.000880781695315,-68.0,6.28,18.58
ZBRA,Zebra Technologies Corporation,Technology,231.73,11038086144.0,28.020554,14.062,3.125,safe,245.4594978245513,5.9,74.1750280472722,162.08196031240408,38.669353083060095,-68.0,-2.27,9.93
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,87.24,16877666304.0,22.601036,9.255,2.336,grey,85.92818446317669,-1.5,75.52987924156498,154.11420610282465,43.89918948773629,-13.4,5.85,15.89
ZTS,Zoetis Inc.,Healthcare,80.435,33720612864.0,13.186066,9.978,4.643,safe,79.8324436816521,-0.7,60.185139619531455,114.40273659621458,38.35870416223953,-25.2,5.42,21.08
